path,global_category,label_id
../custom_dataset/train/Labeled/Boot/226e0058f616e866.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/76ae667182854923.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/e7162ee762d4d1e6.jpg,boot,5
../custom_dataset/train/Labeled/High heels/87ea1625f5ec80a4.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/b9b4551cb3a082e4.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/131914199fd677fd.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/a8c43935f2408215.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/f097b5006e18f33a.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/34c51bebebc7381a.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/08ab1278682795b6.jpg,boot,5
../custom_dataset/train/Labeled/Boot/405f90219c595348.jpg,boot,5
../custom_dataset/train/Labeled/Boot/869b8aa942115e17.jpg,boot,5
../custom_dataset/train/Labeled/High heels/0bdcbd6f759cafd9.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/0360e2798c363ef0.jpg,boot,5
../custom_dataset/train/Labeled/Boot/11930f2c976d116c.jpg,boot,5
../custom_dataset/train/Labeled/High heels/8108470b8bf88acb.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/8eb05cd8483d34dc.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/bad8b2f492969fda.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/32f74b4ec0c30945.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/b2f89982314884b1.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/50ac845808b387b2.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/f918c3f11355da8e.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/1e4a7d270ae2af03.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/12a92a4e3d3a0bbb.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/3c94d96e71c3a18b.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/1008c4f50407f8e9.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/0e2de2990bc6d053.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/2df50a6581725a4a.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/b8218f5c5515de78.jpg,boot,5
../custom_dataset/train/Labeled/Boot/bef7c7de5cdb15ef.jpg,boot,5
../custom_dataset/train/Labeled/High heels/9806a4b17a2ff633.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/06ef253484cdb332.jpg,boot,5
../custom_dataset/train/Labeled/High heels/76fd008b1f336cc7.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/87e2ca8004317f6c.jpg,boot,5
../custom_dataset/train/Labeled/Boot/4d49fc81cf31e967.jpg,boot,5
../custom_dataset/train/Labeled/Boot/855a93eb8844b070.jpg,boot,5
../custom_dataset/train/Labeled/Boot/41749ffe4de2951b.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/2f04545379d619c7.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/8a1589ebfab4ad32.jpg,boot,5
../custom_dataset/train/Labeled/Boot/09fc43180f23fa8e.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/6d145760f379386e.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/6dd3b1011ff4ff21.jpg,boot,5
../custom_dataset/train/Labeled/Boot/21d4226c47049ec4.jpg,boot,5
../custom_dataset/train/Labeled/Boot/03b927ba2aaec97f.jpg,boot,5
../custom_dataset/train/Labeled/High heels/816b4bffd999eec9.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/48b15d5f8f436fec.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/86888fd072cf765c.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/0ec6f7b36974b1ab.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/0d414c9bb7f5d919.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/1e890435353248bb.jpg,boot,5
../custom_dataset/train/Labeled/High heels/1b7c13ba3dd94919.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/64451e3bd5e9c562.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/9b2919cc1d319e44.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/61b7867af0025400.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/16642d444211d6ae.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/0a94eb2ed0610598.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/4228dd7c9cdf691c.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/1288b0d57a4a3abc.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/0ff0efbaf7dc7376.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/cd27dc484ea0d9ce.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/3701545d84da8d8e.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/1b68fb66822d656c.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/be90d573cc00c942.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/e1b461e7bda91aea.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/070ccd5e7b15731e.jpg,boot,5
../custom_dataset/train/Labeled/High heels/89c506446e0a8b42.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/57a5919fd5de5c5e.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/7ade1a57e5bf74a0.jpg,boot,5
../custom_dataset/train/Labeled/High heels/2f485a666d5f4bbf.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/05d1b43623db5ab2.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/8b460241daf85dc2.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/ed52da165be05e95.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/e33b55814c77d36b.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/ece893ab441c6e2b.jpg,boot,5
../custom_dataset/train/Labeled/High heels/9ec63c965484ccf6.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/196d7a71537f44bd.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/00d4dba736e34ec7.jpg,boot,5
../custom_dataset/train/Labeled/High heels/0bf62cc9c115cfa3.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/f4858131f57aa164.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/719596d3af6a62ab.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/54c4605735919d57.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/641bf9fecb36ad44.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/357bb2b450c0519b.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/53bbcad228a58066.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/82d25909ae892191.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/d84dd5a4d9e49f80.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/7abf7464b86f763c.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/d2844064f34dc92d.jpg,boot,5
../custom_dataset/train/Labeled/High heels/e0fdc3bf3c5b2e56.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/56e6ded4e5a2e0b6.jpg,boot,5
../custom_dataset/train/Labeled/High heels/0b5b339bde901efc.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/e87312a8c71639ba.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/48182d9d23d6e6f9.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/6ad1011a39651510.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/02280ff206e7c4d3.jpg,boot,5
../custom_dataset/train/Labeled/High heels/067ba8bd378f2daf.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/9a5f37cdfd163394.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/43a5c52c8dbc6f9b.jpg,boot,5
../custom_dataset/train/Labeled/High heels/be34123f0f315ea6.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/49f3167bc55c280c.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/c3e7b7055be2c6e4.jpg,boot,5
../custom_dataset/train/Labeled/High heels/088bbcdc351dab68.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/83da8267dfd849c1.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/02a83e1f6e950a72.jpg,boot,5
../custom_dataset/train/Labeled/High heels/15765ce152415df5.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/73f2625496b17976.jpg,boot,5
../custom_dataset/train/Labeled/High heels/2b3fc742ac636113.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/3b473b87c6a47ba4.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/d034a4e63d2976ad.jpg,boot,5
../custom_dataset/train/Labeled/High heels/81b7fd98c02c8081.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/5c28f6bca5985d2f.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/09007ca318823370.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/622b9054082ea704.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/eb73f2cda8d894ea.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/b456c1bc15204cce.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/0a230a986e80bad4.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/3447ae056c4a9bc0.jpg,boot,5
../custom_dataset/train/Labeled/High heels/aec32a9daf0a82d6.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/90f12858a5fb4f38.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/a25d52025f38bbd4.jpg,boot,5
../custom_dataset/train/Labeled/High heels/cd666d3d91d541fe.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/ae0463bd7461ead4.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/52ac51d0b603cf91.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/8af6d790e401358e.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/1e3511c02c96c2c7.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/636075af3db60e9e.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/25ae46d20535ba8e.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/b371bcb31102ba68.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/731bb1218e722a05.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/738da9a1e27458b5.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/f0f904b1f0ce70ce.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/91c311a149348c27.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/2d6161982f9cea97.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/467fdcc30fd143be.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/0114f4debe678ae5.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/e84d3214c4af1004.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/159e590070af4f41.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/924143ae6df9869b.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/41c4cd836f6b52de.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/c96633dd09132c1f.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/ddcfa7b7fa3bdab4.jpg,boot,5
../custom_dataset/train/Labeled/Boot/786fd215d684d698.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/e48aad9c70fb83cb.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/991d96f7daf04d1b.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/7c3c6a44214f3986.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/432e46ccec7fe990.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/a8a8580083679a92.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/84410921c294571b.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/dfff932cb6977584.jpg,boot,5
../custom_dataset/train/Labeled/Boot/bc013e038339b2b1.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/5f69b800561518c0.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/3d396e228520e140.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/a4a9b36fe22c5a72.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/c5beac40451071b5.jpg,boot,5
../custom_dataset/train/Labeled/Boot/d942e836ea06850c.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/e32d107668e375d2.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/055bcf2cfabcdfa7.jpg,boot,5
../custom_dataset/train/Labeled/High heels/2e970f0203141478.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/1197992a4ce5210e.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/31181eb2b44cbb01.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/f951be73f296e2dc.jpg,boot,5
../custom_dataset/train/Labeled/Boot/fbfbb5a475b275f2.jpg,boot,5
../custom_dataset/train/Labeled/High heels/3e00e728ac5276d8.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/a8e4c6acd0cd7a0e.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/0625b62eeeded707.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/b7008bd9bcc8db96.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/80b81ba32d5d0e03.jpg,boot,5
../custom_dataset/train/Labeled/High heels/3e5b7b1995f28596.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/d31bb3a277e201fc.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/bd82a1269dca9688.jpg,boot,5
../custom_dataset/train/Labeled/Boot/047b2b5b081cebe7.jpg,boot,5
../custom_dataset/train/Labeled/Boot/d198323a96ad5c3e.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/5164855d385b7957.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/eb6625c1863a5715.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/e2d9e2fafea4c03f.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/b6b452b6b7835a73.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/3716da2226909e2e.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/b8e65fdac19db955.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/dc0fc5c6993e5986.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/8cc9500d475d67b0.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/b81774416833c9c1.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/a1148db2670fa37b.jpg,boot,5
../custom_dataset/train/Labeled/High heels/453f980603c3585d.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/0346913c7d240bf3.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/881d51fb70c9d1ba.jpg,boot,5
../custom_dataset/train/Labeled/High heels/7b6827a0b13e2493.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/f1b4dc04f859672c.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/3cb9bbb773dc08ef.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/b8f7c562fb288dd6.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/9c4eaaf25662b494.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/bfa9e248b6c0c527.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/6ec7f0491eaf9f98.jpg,boot,5
../custom_dataset/train/Labeled/High heels/0178bda52c54d226.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/432e0576061c41c4.jpg,boot,5
../custom_dataset/train/Labeled/High heels/4807df9f08699e59.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/cdad7db2b99867a8.jpg,boot,5
../custom_dataset/train/Labeled/High heels/1ca1dddbe84de675.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/ef4228153245f4a3.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/e98445df1be0780e.jpg,boot,5
../custom_dataset/train/Labeled/High heels/937f4fce621ccf5d.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/b845fbf54353b4c1.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/10220e082cfd1bd8.jpg,boot,5
../custom_dataset/train/Labeled/Boot/40f718b420dc9b4b.jpg,boot,5
../custom_dataset/train/Labeled/Boot/c996df4a40098836.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/a92c754a2e11f02b.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/aded6cb7cabd10ea.jpg,boot,5
../custom_dataset/train/Labeled/High heels/e47ef10f7dd66358.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/0730a002ad907029.jpg,boot,5
../custom_dataset/train/Labeled/High heels/17c56769ecbc5ed4.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/512de551ff91f556.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/6206d260de731658.jpg,boot,5
../custom_dataset/train/Labeled/Boot/019d6edd2964cae4.jpg,boot,5
../custom_dataset/train/Labeled/High heels/e0ad3d810864803e.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/38425e2ed872cb0f.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/3e24e75ece40cc31.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/9bbfdc7d69b6c957.jpg,boot,5
../custom_dataset/train/Labeled/Boot/23fd5556d7fe9beb.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/7f2ffce6a91b3ff9.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/13be78ffa893ecd3.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/0adbc9d1a8f05054.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/3699b648966e5dbe.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/d9d891f612a55902.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/88d2e86a5eafe45a.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/7fbc097726e9741d.jpg,boot,5
../custom_dataset/train/Labeled/High heels/e10dbf8a098eb078.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/4aafc04ab7f2dc04.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/1e8f40cd838156be.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/a7d7c289a2b9161e.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/0aac74b842e96d6b.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/06875479bef86cf2.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/7cdfa43d45267806.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/5a7625aa12990ec0.jpg,boot,5
../custom_dataset/train/Labeled/High heels/c62546fd2f50027f.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/0601090a10865d88.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/01809061f4e2db2b.jpg,boot,5
../custom_dataset/train/Labeled/Boot/3d15580143699257.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/c2eb77cccbc64fd0.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/99e3b39d1a5ea70d.jpg,boot,5
../custom_dataset/train/Labeled/Boot/974821683b22fb34.jpg,boot,5
../custom_dataset/train/Labeled/High heels/03345b8148651539.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/706a65e3a6018468.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/082d3242767e8756.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/b6cb12518d24f558.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/692d0042905b52fc.jpg,boot,5
../custom_dataset/train/Labeled/High heels/e66b75ebb9aadce0.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/e5e45152731f34d3.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/13b9408188626bc5.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/0844d90e3d510c04.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/7eb0fc4333bfac38.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/77a538bfac632d40.jpg,boot,5
../custom_dataset/train/Labeled/Boot/70035be2c40263bc.jpg,boot,5
../custom_dataset/train/Labeled/Boot/00c61e9da56cf10d.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/bbab7204c20b03d4.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/9a330cfe38f0d4a4.jpg,boot,5
../custom_dataset/train/Labeled/High heels/a89e5d523716e3a6.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/d3d49f01171472a4.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/ced9b1ff0f03016b.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/96ad4f3e29bae0e8.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/c0d2113033bb5337.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/9684a7241abfa8bd.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/b28298b8c5102d84.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/1d8a3b1add49dfb5.jpg,boot,5
../custom_dataset/train/Labeled/High heels/6cc7b8086f651906.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/889e3fef0774b9e9.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/4cb8d0a054de90cd.jpg,boot,5
../custom_dataset/train/Labeled/High heels/2f27c96f34a94740.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/24843f6dd7e2835e.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/6fe1801bcb558f19.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/cd34c4d061690895.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/59d5d634b8531991.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/0e4199e6b02e3a98.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/e69341eaef1cb55d.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/27a8d10a1cbc01d2.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/1fe2ab633d2ae5da.jpg,boot,5
../custom_dataset/train/Labeled/High heels/8b3e2eed20d26a16.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/97e217cf3ed0fe93.jpg,boot,5
../custom_dataset/train/Labeled/High heels/0844f93c01c16a16.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/e63ae2c7f43bb5a1.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/98a3fa27f4d570b8.jpg,boot,5
../custom_dataset/train/Labeled/High heels/aeb4cfdf6821c879.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/32b3dd95fd62bf38.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/5837f476b9b177ec.jpg,boot,5
../custom_dataset/train/Labeled/High heels/0f4da395183fbb4a.jpg,high_heel,1
../custom_dataset/train/Labeled/Boot/f93c94f0beef3a87.jpg,boot,5
../custom_dataset/train/Labeled/Boot/09bf9c29c0d7f31b.jpg,boot,5
../custom_dataset/train/Labeled/Boot/3df73202d88178e0.jpg,boot,5
../custom_dataset/train/Labeled/High heels/1912d90f601f1211.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/05ba9c0b9f9acf63.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/705648eef81068d1.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/df5872efe51a8806.jpg,handbag,2
../custom_dataset/train/Labeled/Boot/86eed7c1527b1718.jpg,boot,5
../custom_dataset/train/Labeled/Boot/3d3cf5c5368e1d44.jpg,boot,5
../custom_dataset/train/Labeled/Handbag/1670bb4896832294.jpg,handbag,2
../custom_dataset/train/Labeled/High heels/fa52121283b9683c.jpg,high_heel,1
../custom_dataset/train/Labeled/High heels/30c93c12a88a399d.jpg,high_heel,1
../custom_dataset/train/Labeled/Handbag/00659d7f965d257c.jpg,handbag,2
../custom_dataset/train/Labeled/Handbag/a58bc56b21678bc0.jpg,handbag,2
